2025-09-15 22:27:43,0.0001983642578125
2025-09-15 22:27:44,-9.1552734375e-05
2025-09-15 22:27:47,-0.0005340576171875
2025-09-15 22:27:50,-0.001220703125
2025-09-15 22:27:53,-0.000701904296875
2025-09-15 22:27:56,-0.0015716552734375
2025-09-15 22:27:59,-0.0001678466796875
2025-09-15 22:28:03,-0.000823974609375
2025-09-15 22:28:06,-0.0006256103515625
2025-09-15 22:28:09,-0.00067138671875
2025-09-15 22:28:12,-0.0013427734375
2025-09-15 22:28:15,-0.0003509521484375
2025-09-15 22:28:18,-0.00103759765625
2025-09-15 22:28:21,-0.0003509521484375
2025-09-15 22:28:24,0.00030517578125
2025-09-15 22:28:27,-0.0001373291015625
